# guide
# link | date | alignment | tags
https://i.imgur.com/O312EO2.png  | 2024-09-02 17:18
https://i.imgur.com/Dme9Q0N.png  | 2024-09-08 16:00
https://i.imgur.com/XnyyRod.png  | 2024-09-01 18:30
https://i.imgur.com/MrdcQ40.png  | 2024-09-08 11:41
https://i.imgur.com/p63TU2H.png  | 2024-09-03 21:09
https://i.imgur.com/lqQWYhT.png  | 2024-09-08 17:13
https://i.imgur.com/ngT5P2C.png  | 2024-09-27 19:01
https://i.imgur.com/9aSSFXs.jpeg | 2024-09-28 14:15
https://i.imgur.com/jig4ity.jpeg | 2024-10-06 16:23 | default | gore
https://i.imgur.com/BBtKFdP.png  | 2024-10-06 20:07 | default | gore
https://i.imgur.com/9Cj4fCF.png  | 2024-10-08 18:56 | default | gore,nsfw
https://i.imgur.com/VLOMm4a.png  | 2024-10-09 12:13 | default | gore
https://i.imgur.com/prh6LOh.png  | 2024-10-09 14:54 | default | gore
https://i.imgur.com/3ZQt1nh.png  | 2024-10-09 23:01
https://i.imgur.com/71tKmeh.png  | 2024-10-09 23:03
https://i.imgur.com/jgxgFOo.png  | 2024-09-28 20:29 | bottom right
https://i.imgur.com/w5WV57P.png  | 2024-09-30 15:17 | center right
https://i.imgur.com/gUmqLsy.png  | 2024-09-30 22:32 | default | nsfw
https://i.imgur.com/VzwhVAP.png  | 2024-10-01 18:01 | default | nsfw
https://i.imgur.com/7WHbFU3.png  | 2024-10-10 21:00 | default | gore
https://i.imgur.com/SVFPguJ.png  | 2024-10-12 13:38 | default | gore
https://i.imgur.com/wan4YHD.png  | 2024-10-12 15:08 | default | gore
https://i.imgur.com/9CyIXRF.png  | 2024-10-13 13:49 | default | gore
https://i.imgur.com/NNpezUy.png  | 2024-10-13 18:09
https://i.imgur.com/M3nATtf.png  | 2024-10-13 21:52
https://i.imgur.com/aCNvXNU.png  | 2024-10-14 00:08
https://i.imgur.com/sf5oM7C.png  | 2024-10-14 16:40
https://i.imgur.com/ZJJXQg0.png  | 2024-10-03 19:23
https://i.imgur.com/kqzlDPN.png  | 2024-10-02 20:31
https://i.imgur.com/QFPSnSM.png  | 2024-10-15 17:37
https://i.imgur.com/zd6Y6fW.jpg  | 2024-10-15 23:37
https://i.imgur.com/8XH5zCv.png  | 2024-10-15 15:16 | center left
https://i.imgur.com/jo8UZHm.png  | 2024-10-15 19:35
https://i.imgur.com/GCWknlL.jpg  | 2024-10-15 23:35 | default | nsfw
https://i.imgur.com/4liX519.jpeg | 2024-10-16 15:31
https://i.imgur.com/ZJ7Vr9L.jpeg | 2024-10-16 15:29 | default | nsfw
https://i.imgur.com/GBPqHgy.png  | 2024-10-19 21:53
https://i.imgur.com/pe0WIY6.png  | 2024-10-20 00:02
https://i.imgur.com/J7jJEAG.png  | 2023-11-05 16:45
https://i.imgur.com/WNZ8FNA.png  | 2023-11-27 15:25
https://i.imgur.com/QQiTuCs.png  | 2023-11-09 14:47
https://i.imgur.com/Yaj82oL.jpg  | 2023-12-10 21:50
https://i.imgur.com/bP2qkHo.png  | 2023-11-14 20:05
https://i.imgur.com/ziGd4QD.png  | 2023-11-09 12:18
https://i.imgur.com/lrcKngv.png  | 2023-11-27 20:05
https://i.imgur.com/SxP5kgn.jpg  | 2023-11-10 16:08
https://i.imgur.com/AVyHMYY.png  | 2023-11-28 16:10
https://i.imgur.com/uUVhiyU.png  | 2023-11-13 21:30
https://i.imgur.com/aLnSVRP.png  | 2023-12-24 10:55
https://i.imgur.com/KOf8YaW.png  | 2023-11-08 17:28
https://i.imgur.com/qHN5bBv.png  | 2023-11-08 17:23
https://i.imgur.com/8y1moxQ.png  | 2023-11-30 14:21
https://i.imgur.com/bqB1kwt.png,https://i.imgur.com/NBzYT2T.png  | 2023-12-24 13:02
https://i.imgur.com/Mly6kYx.jpg  | 2023-12-07 13:11
https://i.imgur.com/U3j3xD0.jpg  | 2023-12-21 13:21
https://i.imgur.com/wS8uYWo.png  | 2023-12-03 17:12
https://i.imgur.com/tDPPOvx.jpg  | 2023-12-18 19:19
https://i.imgur.com/MDIfnWq.png  | 2023-12-11 23:45
https://i.imgur.com/B3VsXCQ.jpg  | 2023-12-18 19:23
https://i.imgur.com/sOvUoiJ.jpg  | 2023-12-20 10:42
https://i.imgur.com/izThN2r.jpg  | 2023-11-17 20:09
https://i.imgur.com/IbOfLy8.png  | 2024-01-04 13:40 | center right
https://i.imgur.com/HTOwrdM.png  | 2024-01-10 14:57
https://i.imgur.com/utRGOY1.png  | 2024-01-11 16:40
https://i.imgur.com/YFRJ4G7.png  | 2024-03-17 17:09
https://i.imgur.com/99yHc7b.png  | 2024-03-17 17:08
https://i.imgur.com/pwwkYn7.png  | 2024-02-09 17:35
https://i.imgur.com/02tEpvc.png  | 2024-03-03 17:06
https://i.imgur.com/LytoAi3.png  | 2024-02-05 18:46
https://i.imgur.com/t2xNZSn.png  | 2024-02-22 22:57
https://i.imgur.com/adaJs1K.png  | 2024-03-03 16:56
https://i.imgur.com/3dDM5lI.png  | 2024-03-12 12:14
https://i.imgur.com/FpbUmfq.png  | 2024-03-12 17:29
https://i.imgur.com/fjsKvUq.png,https://i.imgur.com/PCQDNiS.png  | 2024-03-17 16:03
https://i.imgur.com/BZjwRXX.jpg  | 2024-03-16 20:59
https://i.imgur.com/deQraBO.png  | 2024-03-17 17:25
https://i.imgur.com/PNMbDVn.png  | 2024-10-25 17:41
https://i.imgur.com/Z8walYH.png  | 2024-10-22 18:19
https://i.imgur.com/hi3USvS.png  | 2024-10-24 17:42
https://i.imgur.com/K0qm3L2.png  | 2024-10-24 21:10
https://i.imgur.com/L0Bscvs.png  | 2024-10-25 19:30
https://i.imgur.com/cvaZoox.png  | 2024-10-31 22:17
https://i.imgur.com/WozOihM.png  | 2024-11-01 22:53
https://i.imgur.com/EuqiM8c.png  | 2024-12-22 15:51 | default | doodle
https://i.imgur.com/yKQvT7v.png  | 2024-12-22 16:03 | default | doodle
https://i.imgur.com/n1zvizf.png  | 2024-12-22 16:09 | default | doodle
https://i.imgur.com/zTS4FIk.png  | 2024-12-21 20:37 | default | doodle
https://i.imgur.com/w0ZxeMB.png  | 2024-12-22 16:44 | default | doodle
https://i.imgur.com/rmIh8cr.png  | 2024-12-22 16:48 | default | doodle
https://i.imgur.com/YyVsPDd.png  | 2024-12-21 20:42 | default | doodle
https://i.imgur.com/aFvNHuI.png  | 2024-11-24 19:26
https://i.imgur.com/jFl6uso.png  | 2024-11-24 20:51
https://i.imgur.com/R1EB5Yl.png  | 2024-12-06 15:43
https://i.imgur.com/ijRhObF.jpeg,https://i.imgur.com/VxwFi8G.jpeg | 2025-01-18 15:37
https://i.imgur.com/SHtwEX4.png,https://i.imgur.com/jxgeb0V.png  | 2025-01-28 22:21
https://i.imgur.com/52wackK.png  | 2025-02-02 13:24
https://i.imgur.com/yORfA4O.png  | 2025-06-26 00:00
https://i.imgur.com/3ZAmxDn.png  | 2025-06-26 00:00 | center left
https://i.imgur.com/j1jnekG.png  | 2025-06-26 00:00 | center left
https://i.imgur.com/5Wu158l.png  | 2025-06-26 00:00 | center left
https://i.imgur.com/iyckQZR.png  | 2025-06-28 12:00 | center right
https://i.imgur.com/RzDqY2S.png  | 2025-06-28 20:32
https://i.imgur.com/qRDsbDX.png  | 2025-07-01 23:28
https://i.imgur.com/CGGv3rn.png  | 2025-07-26 22:52
https://i.imgur.com/eyz7VyM.png  | 2025-07-26 21:04
https://i.imgur.com/tIavz5L.png  | 2025-07-24 00:05
https://i.imgur.com/BZStzsU.png  | 2025-07-23 17:08
https://i.imgur.com/Hk3EbwL.png  | 2025-07-23 15:05 | center left
https://i.imgur.com/yKCtycO.png  | 2025-07-22 23:52 | center left
https://i.imgur.com/2zGPJjL.png  | 2025-07-22 21:08
https://i.imgur.com/vAtf2ua.png  | 2025-07-22 18:07
https://i.imgur.com/FuQxGvI.png  | 2025-07-22 16:43
https://i.imgur.com/mNVc2YC.png  | 2025-07-21 21:41 | center left
https://i.imgur.com/KQkJs3E.png  | 2025-07-21 20:07
https://i.imgur.com/XxtUYB2.png  | 2025-07-20 22:40
https://i.imgur.com/RGpMXEs.png  | 2025-07-20 20:49 | default | gore
https://i.imgur.com/mEf3XXE.png  | 2025-07-20 19:26
https://i.imgur.com/iZiK2OD.png  | 2025-07-20 17:27 | default | doodle
https://i.imgur.com/Fsa0c1M.png  | 2025-07-20 16:22
https://i.imgur.com/kTIoqve.png  | 2025-07-19 15:56
https://i.imgur.com/mqXHunK.png  | 2025-07-19 14:07
https://i.imgur.com/DrGjpsZ.png  | 2025-07-19 11:28
https://i.imgur.com/sBLktAd.png  | 2025-07-17 23:04
https://i.imgur.com/wyOdzvx.png  | 2025-07-17 20:55
https://i.imgur.com/s49SjrF.png  | 2025-07-17 17:16
https://i.imgur.com/i11CQas.jpeg | 2025-07-16 17:42
https://i.imgur.com/Uec8YqN.png  | 2025-07-15 22:20
https://i.imgur.com/xe6RhVY.png  | 2025-07-14 16:23 | default | gore
https://i.imgur.com/iXXV8pH.gif  | 2025-07-14 14:08 | default | gore
https://i.imgur.com/NwiSBOR.png  | 2025-07-13 21:32
https://i.imgur.com/OVdQRiv.png  | 2025-07-13 18:51 | center center
https://i.imgur.com/w1JEun3.png  | 2025-07-13 16:06
https://i.imgur.com/rcbCSlF.png  | 2025-07-11 16:43
https://i.imgur.com/6vLdOpF.png  | 2025-07-11 01:40
https://i.imgur.com/5KOV6hk.png  | 2025-07-10 21:55
